,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
95,response,S131,3,18770,37.54,0.4200000000000017
107,response,S131,3,20867,41.734,0.10800000000000409
132,response,S131,3,25560,51.12,0.5159999999999982
266,response,S131,3,49388,98.776,0.036000000000001364
