,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
70,s1,S  5,5,14284,28.568,0.1880000000000024,0
91,s1,S  5,5,18463,36.926,0.38000000000000256,0
100,s1,S  5,5,20137,40.274,0.46999999999999886,0
104,s1,S  5,5,20972,41.944,0.5100000000000051,0
110,s1,S  5,5,22228,44.456,0.5740000000000052,0
121,s1,S  5,5,24315,48.63,0.6640000000000015,0
141,s1,S  5,5,28077,56.154,0.028000000000005798,0
158,s1,S  5,5,31425,62.85,0.1980000000000004,0
162,s1,S  5,5,32258,64.516,0.2360000000000042,0
168,s1,S  5,5,33510,67.02,0.2879999999999967,0
174,s1,S  5,5,34764,69.528,0.347999999999999,0
180,s1,S  5,5,36020,72.04,0.40800000000000125,0
291,s1,S  5,5,56919,113.838,0.597999999999999,0
299,s1,S  5,5,58594,117.188,0.6820000000000022,0
306,s1,S  5,5,59848,119.696,0.7379999999999995,0
