,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
140,response,S136,8,26797,53.594,0.4620000000000033
158,response,S136,8,29834,59.668,0.008000000000002672
204,response,S136,8,37600,75.2,0.04000000000000625
238,response,S136,8,43881,87.762,0.35999999999999943
