,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
128,response,S137,9,25463,50.926,0.1180000000000021
212,response,S137,9,41670,83.34,0.04600000000000648
299,response,S137,9,58068,116.136,0.055999999999997385
