,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
55,s1,S  9,9,11555,23.11,0.0519999999999996,0
103,s1,S  9,9,20748,41.496,0.4860000000000042,0
109,s1,S  9,9,22002,44.004,0.5439999999999969,0
135,s1,S  9,9,27018,54.036,0.7860000000000014,0
158,s1,S  9,9,31202,62.404,0.1740000000000066,0
171,s1,S  9,9,33710,67.42,0.29399999999999693,0
207,s1,S  9,9,40812,81.624,0.6340000000000003,0
225,s1,S  9,9,44160,88.32,0.8019999999999925,0
243,s1,S  9,9,47502,95.004,0.13400000000000034,0
247,s1,S  9,9,48338,96.676,0.17799999999999727,0
269,s1,S  9,9,52516,105.032,0.25199999999999534,0
307,s1,S  9,9,59621,119.242,0.6180000000000092,0
