,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
14,s2,S 72,8,3721,7.442,0.3340000000000005,0
26,s2,S 72,8,5761,11.522,0.21600000000000108,0
91,s2,S 72,8,17590,35.18,0.48400000000000176,0
124,s2,S 72,8,23709,47.418,0.1880000000000024,0
187,s2,S 72,8,34725,69.45,0.47800000000000864,0
218,s2,S 72,8,40028,80.056,0.22400000000000375,0
254,s2,S 72,8,46964,93.928,0.7120000000000033,0
263,s2,S 72,8,48598,97.196,0.5759999999999934,0
277,s2,S 72,8,51044,102.088,0.5139999999999958,0
327,s2,S 72,8,60019,120.038,0.0759999999999934,0
