,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,s1,S  9,9,1652,3.304,0.8379999999999996,1
10,s1,S  9,9,3326,6.652,0.4660000000000002,0
14,s1,S  9,9,4161,8.322,0.4999999999999991,1
21,s1,S  9,9,5416,10.832,0.5620000000000012,1
26,s1,S  9,9,6250,12.5,0.5999999999999996,1
37,s1,S  9,9,8339,16.678,0.702,1
44,s1,S  9,9,9596,19.192,0.7639999999999993,1
55,s1,S  9,9,11268,22.536,0.03400000000000247,1
60,s1,S  9,9,12102,24.204,0.06599999999999895,0
66,s1,S  9,9,13354,26.708,0.12199999999999989,1
75,s1,S  9,9,15025,30.05,0.20400000000000063,1
82,s1,S  9,9,16281,32.562,0.2680000000000007,1
89,s1,S  9,9,17537,35.074,0.3260000000000005,1
100,s1,S  9,9,19626,39.252,0.42600000000000193,1
111,s1,S  9,9,21714,43.428,0.5259999999999962,1
120,s1,S  9,9,23385,46.77,0.6020000000000039,1
129,s1,S  9,9,25060,50.12,0.6859999999999999,1
142,s1,S  9,9,27565,55.13,0.804000000000002,0
147,s1,S  9,9,28403,56.806,0.03399999999999892,0
167,s1,S  9,9,32168,64.336,0.21399999999999864,0
178,s1,S  9,9,34254,68.508,0.3100000000000023,0
191,s1,S  9,9,36762,73.524,0.42799999999999727,0
200,s1,S  9,9,38436,76.872,0.5100000000000051,0
220,s1,S  9,9,42198,84.396,0.7000000000000028,0
225,s1,S  9,9,43031,86.062,0.6559999999999917,0
243,s1,S  9,9,46375,92.75,0.07200000000000273,0
248,s1,S  9,9,47213,94.426,0.11200000000000898,0
252,s1,S  9,9,48048,96.096,0.15400000000001057,0
256,s1,S  9,9,48885,97.77,0.19199999999999307,0
262,s1,S  9,9,50137,100.274,0.25199999999999534,0
284,s1,S  9,9,54322,108.644,0.4680000000000035,0
290,s1,S  9,9,55571,111.142,0.5159999999999911,0
296,s1,S  9,9,56826,113.652,0.5739999999999981,0
300,s1,S  9,9,57664,115.328,0.6159999999999997,1
309,s1,S  9,9,59333,118.666,0.6979999999999933,0
