,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
30,s2,S 68,4,6330,12.66,0.19400000000000084,0
83,s2,S 68,4,15713,31.426,0.5719999999999992,0
94,s2,S 68,4,17750,35.5,0.46999999999999886,0
127,s2,S 68,4,23871,47.742,0.1699999999999946,0
131,s2,S 68,4,24686,49.372,0.12400000000000233,0
150,s2,S 68,4,28358,56.716,0.7860000000000014,0
217,s2,S 68,4,39783,79.566,0.2220000000000084,0
242,s2,S 68,4,44677,89.354,0.8119999999999976,0
260,s2,S 68,4,47941,95.882,0.6580000000000013,0
277,s2,S 68,4,51206,102.412,0.5020000000000095,0
288,s2,S 68,4,53246,106.492,0.3200000000000074,0
296,s2,S 68,4,54878,109.756,0.32200000000000273,0
302,s2,S 68,4,56103,112.206,0.2600000000000051,0
