,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
19,s1,S  8,8,9213,9.213,0.5409999999999986,0
23,s1,S  8,8,10883,10.883,0.5829999999999984,0
35,s1,S  8,8,15899,15.899,0.7049999999999983,0
49,s1,S  8,8,20913,20.913,0.0030000000000001137,0
53,s1,S  8,8,22591,22.591,0.054999999999999716,0
64,s1,S  8,8,26768,26.768,0.1479999999999997,0
125,s1,S  8,8,50174,50.174,0.705999999999996,0
145,s1,S  8,8,57701,57.701,0.07200000000000273,0
149,s1,S  8,8,59368,59.368,0.10699999999999932,0
196,s1,S  8,8,76931,76.931,0.5420000000000016,0
272,s1,S  8,8,105353,105.353,0.40399999999999636,0
284,s1,S  8,8,109525,109.525,0.48799999999999955,0
309,s1,S  8,8,119558,119.558,0.7400000000000091,0
