,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
13,s1,S  3,3,6976,6.976,0.4770000000000003,0
17,s1,S  3,3,8653,8.653,0.5289999999999999,0
62,s1,S  3,3,25367,25.367,0.10200000000000031,0
111,s1,S  3,3,44594,44.594,0.5670000000000002,0
117,s1,S  3,3,47104,47.104,0.6229999999999976,0
133,s1,S  3,3,53791,53.791,0.7849999999999966,0
200,s1,S  3,3,78869,78.869,0.07200000000000273,0
206,s1,S  3,3,81378,81.378,0.632000000000005,0
226,s1,S  3,3,88903,88.903,0.8170000000000073,0
232,s1,S  3,3,90579,90.579,0.03899999999998727,0
251,s1,S  3,3,98098,98.098,0.21999999999999886,0
272,s1,S  3,3,106461,106.461,0.4200000000000017,0
282,s1,S  3,3,110638,110.638,0.5160000000000053,0
293,s1,S  3,3,114823,114.823,0.6169999999999902,0
297,s1,S  3,3,116492,116.492,0.6610000000000014,0
