,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
0,s1,S  4,4,1340,1.34,0.0,1
4,s1,S  4,4,3851,3.851,0.835,1
17,s1,S  4,4,8864,8.864,0.5150000000000006,1
22,s1,S  4,4,10541,10.541,0.5670000000000002,0
26,s1,S  4,4,12208,12.208,0.5999999999999996,1
37,s1,S  4,4,16392,16.392,0.6989999999999998,0
43,s1,S  4,4,18897,18.897,0.7639999999999993,1
53,s1,S  4,4,22247,22.247,0.027000000000001023,1
60,s1,S  4,4,24751,24.751,0.08300000000000196,1
65,s1,S  4,4,26424,26.424,0.12399999999999878,1
78,s1,S  4,4,31437,31.437,0.24200000000000088,1
85,s1,S  4,4,33945,33.945,0.30400000000000205,1
90,s1,S  4,4,35615,35.615,0.34199999999999875,1
103,s1,S  4,4,40632,40.632,0.46300000000000097,1
112,s1,S  4,4,43983,43.983,0.5509999999999948,1
117,s1,S  4,4,45652,45.652,0.588000000000001,1
122,s1,S  4,4,47324,47.324,0.6269999999999953,1
127,s1,S  4,4,48992,48.992,0.6639999999999944,0
137,s1,S  4,4,53174,53.174,0.769999999999996,1
147,s1,S  4,4,56514,56.514,0.027000000000001023,1
156,s1,S  4,4,59859,59.859,0.10800000000000409,1
161,s1,S  4,4,61538,61.538,0.15399999999999636,1
172,s1,S  4,4,65711,65.711,0.24500000000000455,1
179,s1,S  4,4,68222,68.222,0.31399999999999295,1
190,s1,S  4,4,72407,72.407,0.42099999999999227,1
201,s1,S  4,4,76580,76.58,0.5100000000000051,1
206,s1,S  4,4,78255,78.255,0.5489999999999924,1
213,s1,S  4,4,80767,80.767,0.6119999999999948,0
217,s1,S  4,4,82437,82.437,0.6589999999999918,1
255,s1,S  4,4,96648,96.648,0.18099999999999739,1
272,s1,S  4,4,103338,103.338,0.3369999999999891,1
277,s1,S  4,4,105007,105.007,0.375,1
284,s1,S  4,4,107512,107.512,0.4350000000000023,1
297,s1,S  4,4,112526,112.526,0.5510000000000019,1
308,s1,S  4,4,116708,116.708,0.6580000000000013,1
315,s1,S  4,4,119217,119.217,0.7219999999999942,1
