,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
4,s1,S  2,2,4081,4.081,0.4670000000000005,2
11,s1,S  2,2,6592,6.592,0.5299999999999994,0
25,s1,S  2,2,11607,11.607,0.6489999999999991,0
46,s1,S  2,2,19134,19.134,0.019000000000001904,0
59,s1,S  2,2,24144,24.144,0.13099999999999667,0
83,s1,S  2,2,33342,33.342,0.35999999999999943,0
96,s1,S  2,2,38359,38.359,0.47800000000000153,0
138,s1,S  2,2,53407,53.407,0.02599999999999625,0
142,s1,S  2,2,55085,55.085,0.06400000000000006,2
157,s1,S  2,2,60095,60.095,0.1880000000000024,0
163,s1,S  2,2,62601,62.601,0.2430000000000021,0
175,s1,S  2,2,67622,67.622,0.3709999999999951,0
181,s1,S  2,2,70125,70.125,0.42600000000000193,0
185,s1,S  2,2,71803,71.803,0.46999999999999886,0
240,s1,S  2,2,91862,91.862,0.1280000000000001,0
288,s1,S  2,2,109415,109.415,0.5450000000000017,0
301,s1,S  2,2,114440,114.44,0.671999999999997,0
316,s1,S  2,2,120285,120.285,0.804000000000002,0
