,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
12,s1,S  2,2,3572,7.144,0.5339999999999998,0
30,s1,S  2,2,6919,13.838,0.597999999999999,0
43,s1,S  2,2,9423,18.846,0.8079999999999998,0
70,s1,S  2,2,14442,28.884,0.23799999999999955,0
76,s1,S  2,2,15696,31.392,0.3019999999999996,0
91,s1,S  2,2,18619,37.238,0.4380000000000024,0
113,s1,S  2,2,22802,45.604,0.6379999999999981,0
123,s1,S  2,2,24891,49.782,0.7419999999999973,0
192,s1,S  2,2,37847,75.694,0.5400000000000063,0
202,s1,S  2,2,39940,79.88,0.6499999999999915,0
213,s1,S  2,2,42030,84.06,0.7519999999999953,0
221,s1,S  2,2,43699,87.398,0.007999999999995566,0
255,s1,S  2,2,49969,99.938,0.30400000000000205,0
272,s1,S  2,2,53313,106.626,0.46999999999999886,0
293,s1,S  2,2,57492,114.984,0.6659999999999968,0
297,s1,S  2,2,58329,116.658,0.7079999999999984,0
