,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
49,response,S133,5,10567,21.134,0.6180000000000021
125,response,S133,5,24726,49.452,0.4339999999999975
130,response,S133,5,25611,51.222,0.5739999999999981
134,response,S133,5,26235,52.47,0.18599999999999994
