,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
11,s1,S  9,9,3289,6.578,0.5280000000000005,0
18,s1,S  9,9,4545,9.09,0.5939999999999994,0
34,s1,S  9,9,7887,15.774,0.7519999999999989,0
53,s1,S  9,9,11235,22.47,0.10200000000000031,0
66,s1,S  9,9,13740,27.48,0.21999999999999886,0
84,s1,S  9,9,17083,34.166,0.37999999999999545,0
90,s1,S  9,9,18339,36.678,0.4379999999999953,0
110,s1,S  9,9,22099,44.198,0.6139999999999972,0
129,s1,S  9,9,25861,51.722,0.7959999999999994,0
145,s1,S  9,9,28788,57.576,0.11999999999999744,0
164,s1,S  9,9,32134,64.268,0.24399999999999977,0
175,s1,S  9,9,34220,68.44,0.3819999999999908,0
184,s1,S  9,9,35895,71.79,0.4660000000000082,0
198,s1,S  9,9,38820,77.64,0.6059999999999945,0
268,s1,S  9,9,51362,102.724,0.39400000000000546,0
302,s1,S  9,9,57628,115.256,0.6880000000000024,0
