,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
10,s1,S  5,5,2996,5.992,0.4660000000000002,0
18,s1,S  5,5,4668,9.336,0.548,0
27,s1,S  5,5,6340,12.68,0.023999999999999133,0
62,s1,S  5,5,13445,26.89,0.1460000000000008,0
79,s1,S  5,5,16788,33.576,0.3100000000000023,0
83,s1,S  5,5,17622,35.244,0.347999999999999,0
103,s1,S  5,5,21802,43.604,0.5399999999999991,0
141,s1,S  5,5,28910,57.82,0.06799999999999784,0
156,s1,S  5,5,31837,63.674,0.2119999999999962,0
169,s1,S  5,5,34342,68.684,0.3340000000000032,0
203,s1,S  5,5,40616,81.232,0.6359999999999957,0
282,s1,S  5,5,54826,109.652,0.5040000000000049,0
308,s1,S  5,5,59842,119.684,0.7339999999999947,0
