,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
4,response,S133,5,1685,3.37,0.038000000000000256,1
35,response,S133,5,7493,14.986,0.23399999999999999,1
59,response,S133,5,12216,24.432,0.5640000000000001,1
72,response,S133,5,14692,29.384,0.5019999999999989,1
98,response,S133,5,19624,39.248,0.01999999999999602,1
106,response,S133,5,21211,42.422,0.16799999999999926,1
156,response,S133,5,30555,61.11,0.46399999999999864,1
177,response,S133,5,34613,69.226,0.21800000000000352,1
186,response,S133,5,36329,72.658,0.3020000000000067,1
228,response,S133,5,44099,88.198,0.006000000000000227,1
238,response,S133,5,46083,92.166,0.5840000000000032,1
249,response,S133,5,48124,96.248,0.49200000000000443,1
256,response,S133,5,49330,98.66,0.387999999999991,1
