,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
5,s1,S  5,5,1899,3.798,0.42799999999999994,0
9,s1,S  5,5,2737,5.474,0.5099999999999998,0
18,s1,S  5,5,4407,8.814,0.4499999999999993,0
76,s1,S  5,5,15276,30.552,0.3019999999999996,0
82,s1,S  5,5,16529,33.058,0.35199999999999676,0
112,s1,S  5,5,22382,44.764,0.642000000000003,0
136,s1,S  5,5,26562,53.124,0.028000000000005798,0
147,s1,S  5,5,28650,57.3,0.11599999999999966,0
164,s1,S  5,5,31998,63.996,0.2920000000000016,0
172,s1,S  5,5,33670,67.34,0.3719999999999999,0
206,s1,S  5,5,39936,79.872,0.6560000000000059,0
233,s1,S  5,5,44954,89.908,0.09000000000000341,0
244,s1,S  5,5,47046,94.092,0.19400000000000261,0
260,s1,S  5,5,49968,99.936,0.32800000000000296,0
297,s1,S  5,5,57078,114.156,0.4300000000000068,0
303,s1,S  5,5,58328,116.656,0.7220000000000084,0
307,s1,S  5,5,59167,118.334,0.7720000000000056,0
