,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
17,s2,S 72,8,4064,8.128,0.32200000000000006,0
35,s2,S 72,8,7326,14.652,0.15199999999999925,0
39,s2,S 72,8,8141,16.282,0.11400000000000077,0
87,s2,S 72,8,17119,34.238,0.509999999999998,0
93,s2,S 72,8,18340,36.68,0.4480000000000004,0
101,s2,S 72,8,19975,39.95,0.3780000000000001,0
107,s2,S 72,8,21196,42.392,0.3120000000000047,0
146,s2,S 72,8,28132,56.264,0.804000000000002,0
152,s2,S 72,8,29358,58.716,0.7460000000000022,0
211,s2,S 72,8,39966,79.932,0.22400000000000375,0
219,s2,S 72,8,41595,83.19,0.14000000000000057,0
223,s2,S 72,8,42409,84.818,0.09600000000000364,0
231,s2,S 72,8,44044,88.088,0.02199999999999136,0
271,s2,S 72,8,51388,102.776,0.49799999999999045,0
284,s2,S 72,8,53835,107.67,0.3760000000000048,0
300,s2,S 72,8,56692,113.384,0.24200000000000443,0
314,s2,S 72,8,59140,118.28,0.12199999999999989,0
