,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
22,s2,S 66,2,5346,10.692,0.20400000000000063,0
118,s2,S 66,2,23703,47.406,0.1319999999999979,0
141,s2,S 66,2,28192,56.384,0.7520000000000024,0
147,s2,S 66,2,29418,58.836,0.6920000000000002,0
160,s2,S 66,2,31867,63.734,0.578000000000003,0
173,s2,S 66,2,34312,68.624,0.4479999999999933,0
177,s2,S 66,2,35129,70.258,0.4159999999999968,0
218,s2,S 66,2,42880,85.76,0.02600000000001046,0
224,s2,S 66,2,44512,89.024,0.784000000000006,0
250,s2,S 66,2,48998,97.996,0.563999999999993,0
267,s2,S 66,2,52265,104.53,0.4099999999999966,0
281,s2,S 66,2,55117,110.234,0.2639999999999958,0
302,s2,S 66,2,59198,118.396,0.06400000000000716,0
