,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
6,s2,S 73,9,2207,4.414,0.33999999999999986,0
27,s2,S 73,9,6290,12.58,0.15000000000000036,0
95,s2,S 73,9,19344,38.688,0.3440000000000012,0
115,s2,S 73,9,23016,46.032,0.15799999999999415,0
119,s2,S 73,9,23828,47.656,0.11200000000000188,0
140,s2,S 73,9,27910,55.82,0.7479999999999976,0
226,s2,S 73,9,43823,87.646,0.8080000000000069,0
