,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
14,s2,S 72,8,4293,8.586,0.33399999999999963,0
23,s2,S 72,8,5921,11.842,0.25,0
34,s2,S 72,8,7964,15.928,0.15800000000000125,0
49,s2,S 72,8,11226,22.452,0.8140000000000001,0
53,s2,S 72,8,12042,24.084,0.7880000000000003,0
65,s2,S 72,8,14490,28.98,0.6700000000000017,0
71,s2,S 72,8,15713,31.426,0.6039999999999992,0
89,s2,S 72,8,19388,38.776,0.4340000000000046,0
103,s2,S 72,8,21836,43.672,0.2979999999999947,0
112,s2,S 72,8,23466,46.932,0.08400000000000318,0
134,s2,S 72,8,27547,55.094,0.026000000000003354,0
178,s2,S 72,8,35707,71.414,0.4720000000000084,0
182,s2,S 72,8,36519,73.038,0.41799999999999216,0
205,s2,S 72,8,41011,82.022,0.2020000000000124,0
209,s2,S 72,8,41826,83.652,0.16800000000000637,0
266,s2,S 72,8,52430,104.86,0.4759999999999991,0
285,s2,S 72,8,56103,112.206,0.2960000000000065,0
293,s2,S 72,8,57736,115.472,0.21199999999998909,0
