,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
4,response,S136,8,1903,3.806,0.17200000000000015,3
71,response,S136,8,14111,28.222,0.3520000000000003,3
82,response,S136,8,16083,32.166,0.10999999999999943,3
128,response,S136,8,24899,49.798,0.06200000000000472,3
172,response,S136,8,32965,65.93,0.4380000000000024,3
255,response,S136,8,48326,96.652,0.22400000000000375,3
280,response,S136,8,53037,106.074,0.03999999999999204,3
290,response,S136,8,55053,110.106,0.3019999999999925,3
297,response,S136,8,56241,112.482,0.1700000000000017,3
311,response,S136,8,58696,117.392,0.0660000000000025,3
