,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
0,s1,S  6,6,436,0.872,0.0,0
4,s1,S  6,6,1690,3.38,0.8300000000000001,1
13,s1,S  6,6,3363,6.726,0.476,1
18,s1,S  6,6,4202,8.404,0.5220000000000002,1
25,s1,S  6,6,5454,10.908,0.5839999999999996,1
38,s1,S  6,6,7962,15.924,0.6979999999999986,1
50,s1,S  6,6,10051,20.102,0.8019999999999996,1
58,s1,S  6,6,11308,22.616,0.045999999999999375,1
68,s1,S  6,6,12979,25.958,0.1280000000000001,1
75,s1,S  6,6,14230,28.46,0.18599999999999994,1
82,s1,S  6,6,15487,30.974,0.2519999999999989,1
91,s1,S  6,6,17160,34.32,0.3340000000000032,1
112,s1,S  6,6,21337,42.674,0.5240000000000009,1
117,s1,S  6,6,22175,44.35,0.5700000000000003,0
126,s1,S  6,6,23843,47.686,0.6400000000000006,1
133,s1,S  6,6,25100,50.2,0.7140000000000057,1
144,s1,S  6,6,27191,54.382,0.8099999999999952,0
154,s1,S  6,6,28861,57.722,0.06799999999999784,1
165,s1,S  6,6,30952,61.904,0.17200000000000415,1
170,s1,S  6,6,31788,63.576,0.21000000000000085,1
175,s1,S  6,6,32626,65.252,0.25799999999999557,1
184,s1,S  6,6,34293,68.586,0.32399999999999807,1
193,s1,S  6,6,35969,71.938,0.4140000000000015,1
200,s1,S  6,6,37223,74.446,0.47400000000000375,1
205,s1,S  6,6,38056,76.112,0.5120000000000005,0
220,s1,S  6,6,40981,81.962,0.6500000000000057,1
227,s1,S  6,6,42237,84.474,0.710000000000008,1
234,s1,S  6,6,43494,86.988,0.7819999999999965,1
246,s1,S  6,6,45581,91.162,0.058000000000006935,1
255,s1,S  6,6,47256,94.512,0.1460000000000008,1
277,s1,S  6,6,51431,102.862,0.32799999999998875,0
282,s1,S  6,6,52268,104.536,0.3780000000000001,0
295,s1,S  6,6,54775,109.55,0.49799999999999045,0
299,s1,S  6,6,55615,111.23,0.5380000000000109,1
319,s1,S  6,6,59377,118.754,0.7220000000000084,0
