,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
0,s2,S 73,9,1243,2.486,0.0,1
4,s2,S 73,9,2463,4.926,0.8100000000000005,1
15,s2,S 73,9,4506,9.012,0.2640000000000011,0
21,s2,S 73,9,5727,11.454,0.20199999999999996,0
27,s2,S 73,9,6955,13.91,0.1479999999999997,1
34,s2,S 73,9,8178,16.356,0.08800000000000097,1
41,s2,S 73,9,9400,18.8,0.013999999999999346,1
45,s2,S 73,9,10218,20.436,0.815999999999999,0
57,s2,S 73,9,12663,25.326,0.6900000000000013,1
62,s2,S 73,9,13479,26.958,0.6539999999999999,0
84,s2,S 73,9,17563,35.126,0.4619999999999962,1
93,s2,S 73,9,19195,38.39,0.38000000000000256,0
98,s2,S 73,9,20010,40.02,0.34200000000000585,0
114,s2,S 73,9,23271,46.542,0.17800000000000438,1
119,s2,S 73,9,24090,48.18,0.13799999999999812,1
124,s2,S 73,9,24905,49.81,0.10200000000000387,1
133,s2,S 73,9,26537,53.074,0.01999999999999602,1
145,s2,S 73,9,28982,57.964,0.7239999999999966,1
152,s2,S 73,9,30210,60.42,0.6780000000000044,1
165,s2,S 73,9,32654,65.308,0.5460000000000065,1
170,s2,S 73,9,33470,66.94,0.5099999999999909,1
181,s2,S 73,9,35514,71.028,0.41800000000000637,1
188,s2,S 73,9,36734,73.468,0.3500000000000085,1
215,s2,S 73,9,42042,84.084,0.09600000000000364,1
220,s2,S 73,9,42854,85.708,0.04599999999999227,0
225,s2,S 73,9,43674,87.348,0.013999999999995794,1
235,s2,S 73,9,45711,91.422,0.7439999999999998,1
240,s2,S 73,9,46529,93.058,0.7120000000000033,1
245,s2,S 73,9,47342,94.684,0.6599999999999966,1
266,s2,S 73,9,51424,102.848,0.47400000000000375,1
279,s2,S 73,9,53873,107.746,0.35599999999999454,1
290,s2,S 73,9,55911,111.822,0.24399999999999977,1
299,s2,S 73,9,57542,115.084,0.16800000000000637,1
306,s2,S 73,9,58769,117.538,0.11199999999999477,1
315,s2,S 73,9,60401,120.802,0.030000000000001137,1
