,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,s2,S 73,9,1393,2.786,0.8220000000000001,1
6,s2,S 73,9,2207,4.414,0.33999999999999986,0
14,s2,S 73,9,3840,7.68,0.26399999999999935,1
21,s2,S 73,9,5063,10.126,0.20199999999999996,1
27,s2,S 73,9,6290,12.58,0.15000000000000036,0
43,s2,S 73,9,9549,19.098,0.7159999999999975,1
58,s2,S 73,9,12406,24.812,0.6720000000000006,1
71,s2,S 73,9,14854,29.708,0.5579999999999998,1
76,s2,S 73,9,15669,31.338,0.5080000000000027,1
95,s2,S 73,9,19344,38.688,0.3440000000000012,0
99,s2,S 73,9,20157,40.314,0.2980000000000018,1
104,s2,S 73,9,20976,41.952,0.259999999999998,1
115,s2,S 73,9,23016,46.032,0.15799999999999415,0
119,s2,S 73,9,23828,47.656,0.11200000000000188,0
125,s2,S 73,9,25056,50.112,0.06200000000000472,1
135,s2,S 73,9,27094,54.188,0.7899999999999991,1
140,s2,S 73,9,27910,55.82,0.7479999999999976,0
148,s2,S 73,9,29543,59.086,0.6779999999999973,1
155,s2,S 73,9,30768,61.536,0.6200000000000045,1
160,s2,S 73,9,31580,63.16,0.5640000000000001,1
167,s2,S 73,9,32809,65.618,0.5180000000000007,1
178,s2,S 73,9,34845,69.69,0.40800000000000125,1
201,s2,S 73,9,39336,78.672,0.19599999999999795,1
210,s2,S 73,9,40964,81.928,0.11199999999999477,1
215,s2,S 73,9,41781,83.562,0.07399999999999807,1
220,s2,S 73,9,42600,85.2,0.031999999999996476,1
226,s2,S 73,9,43823,87.646,0.8080000000000069,0
232,s2,S 73,9,45043,90.086,0.7459999999999951,1
239,s2,S 73,9,46270,92.54,0.6900000000000119,1
246,s2,S 73,9,47492,94.984,0.6219999999999999,1
259,s2,S 73,9,49942,99.884,0.5100000000000051,1
271,s2,S 73,9,51982,103.964,0.40800000000000125,1
278,s2,S 73,9,53208,106.416,0.347999999999999,1
283,s2,S 73,9,54021,108.042,0.30800000000000693,1
294,s2,S 73,9,56060,112.12,0.20000000000000284,1
309,s2,S 73,9,58919,117.838,0.06799999999999784,1
316,s2,S 73,9,60143,120.286,0.013999999999995794,1
