,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
50,s1,S  3,3,10195,20.39,0.804000000000002,0
73,s1,S  3,3,14372,28.744,0.18400000000000105,0
122,s1,S  3,3,23570,47.14,0.6259999999999977,0
126,s1,S  3,3,24407,48.814,0.6659999999999968,0
149,s1,S  3,3,29007,58.014,0.07400000000000517,0
176,s1,S  3,3,34020,68.04,0.3120000000000118,0
182,s1,S  3,3,35272,70.544,0.3639999999999901,0
188,s1,S  3,3,36528,73.056,0.43200000000000216,0
219,s1,S  3,3,42382,84.764,0.7059999999999889,0
255,s1,S  3,3,49068,98.136,0.2219999999999942,0
270,s1,S  3,3,51996,103.992,0.3580000000000041,0
281,s1,S  3,3,54086,108.172,0.46399999999999864,0
310,s1,S  3,3,59938,119.876,0.7400000000000091,0
