,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
3,response,S131,3,1802,3.604,0.7720000000000002,1
11,response,S131,3,3096,6.192,0.017999999999999794,1
17,response,S131,3,4284,8.568,0.41000000000000014,1
24,response,S131,3,5474,10.948,0.3360000000000003,1
31,response,S131,3,6776,13.552,0.49600000000000044,1
36,response,S131,3,7562,15.124,0.4320000000000004,1
67,response,S131,3,13445,26.89,0.6479999999999997,1
79,response,S131,3,15597,31.194,0.18799999999999883,1
87,response,S131,3,16905,33.81,0.044000000000004036,1
119,response,S131,3,23143,46.286,0.588000000000001,1
169,response,S131,3,32761,65.522,0.24399999999999977,1
199,response,S131,3,38651,77.302,0.07000000000000739,1
229,response,S131,3,44418,88.836,0.7099999999999937,1
241,response,S131,3,46546,93.092,0.0660000000000025,1
251,response,S131,3,48233,96.466,0.006000000000000227,1
267,response,S131,3,51534,103.068,0.2540000000000049,1
276,response,S131,3,53181,106.362,0.28600000000000136,1
289,response,S131,3,55702,111.404,0.42600000000000193,1
