,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
26,s1,S  6,6,6132,12.264,0.6479999999999997,0
40,s1,S  6,6,8640,17.28,0.7280000000000015,0
67,s1,S  6,6,13660,27.32,0.1980000000000004,0
89,s1,S  6,6,17421,34.842,0.3859999999999957,0
97,s1,S  6,6,19090,38.18,0.4519999999999982,0
126,s1,S  6,6,24525,49.05,0.7139999999999986,0
149,s1,S  6,6,28703,57.406,0.10199999999999676,0
158,s1,S  6,6,30380,60.76,0.1839999999999975,0
162,s1,S  6,6,31211,62.422,0.21999999999999886,0
206,s1,S  6,6,39158,78.316,0.6039999999999992,0
226,s1,S  6,6,42915,85.83,0.7800000000000011,0
262,s1,S  6,6,49189,98.378,0.2680000000000007,0
266,s1,S  6,6,50026,100.052,0.3100000000000023,0
284,s1,S  6,6,53367,106.734,0.4719999999999942,0
308,s1,S  6,6,57966,115.932,0.6880000000000024,0
