,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
3,response,S136,8,2133,4.266,0.19399999999999995,3
7,response,S136,8,2981,5.962,0.21799999999999997,3
21,response,S136,8,5535,11.07,0.04600000000000115,3
31,response,S136,8,7511,15.022,0.08200000000000074,3
111,response,S136,8,23424,46.848,0.14399999999999835,3
118,response,S136,8,24687,49.374,0.15800000000000125,3
128,response,S136,8,26357,52.714,0.07000000000000028,3
148,response,S136,8,30137,60.274,0.20000000000000284,3
157,response,S136,8,31767,63.534,0.11200000000000188,3
173,response,S136,8,34713,69.426,0.15000000000000568,3
216,response,S136,8,43082,86.164,0.06400000000000716,3
225,response,S136,8,44865,89.73,0.36599999999999966,3
235,response,S136,8,46734,93.468,0.030000000000001137,3
253,response,S136,8,50019,100.038,0.06999999999999318,3
272,response,S136,8,53515,107.03,0.13800000000000523,3
301,response,S136,8,59339,118.678,0.08400000000000318,3
309,response,S136,8,61021,122.042,0.8539999999999992,3
