,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
16,s1,S  8,8,7638,7.638,0.4980000000000002,0
23,s1,S  8,8,10144,10.144,0.5609999999999999,0
99,s1,S  8,8,37731,37.731,0.4089999999999989,0
110,s1,S  8,8,41915,41.915,0.5129999999999981,0
114,s1,S  8,8,43588,43.588,0.5530000000000044,0
120,s1,S  8,8,46091,46.091,0.6020000000000039,0
127,s1,S  8,8,48598,48.598,0.6649999999999991,0
148,s1,S  8,8,56127,56.127,0.03200000000000358,0
152,s1,S  8,8,57796,57.796,0.0730000000000004,0
163,s1,S  8,8,61974,61.974,0.1669999999999945,0
169,s1,S  8,8,64488,64.488,0.23699999999999477,0
180,s1,S  8,8,68668,68.668,0.33100000000000307,0
186,s1,S  8,8,71171,71.171,0.3920000000000101,0
217,s1,S  8,8,82874,82.874,0.664999999999992,0
233,s1,S  8,8,88727,88.727,0.8149999999999977,0
238,s1,S  8,8,90404,90.404,0.03999999999999204,0
244,s1,S  8,8,92913,92.913,0.10199999999998965,0
255,s1,S  8,8,97088,97.088,0.19199999999999307,0
266,s1,S  8,8,101269,101.269,0.30000000000001137,0
272,s1,S  8,8,103779,103.779,0.36199999999999477,0
294,s1,S  8,8,112134,112.134,0.5589999999999975,0
301,s1,S  8,8,114648,114.648,0.23699999999999477,0
