,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
16,s2,S 66,2,8101,8.101,0.3210000000000006,2
42,s2,S 66,2,16253,16.253,0.10900000000000176,0
52,s2,S 66,2,20333,20.333,0.013999999999999346,0
67,s2,S 66,2,26044,26.044,0.7089999999999996,0
86,s2,S 66,2,33389,33.389,0.5250000000000057,0
114,s2,S 66,2,44002,44.002,0.2750000000000057,2
137,s2,S 66,2,52154,52.154,0.06800000000000495,2
152,s2,S 66,2,57875,57.875,0.7680000000000007,0
160,s2,S 66,2,61132,61.132,0.6769999999999996,0
171,s2,S 66,2,65217,65.217,0.5849999999999937,0
201,s2,S 66,2,76637,76.637,0.2980000000000018,0
209,s2,S 66,2,79900,79.9,0.22100000000000364,2
223,s2,S 66,2,84792,84.792,0.09499999999999886,0
247,s2,S 66,2,93768,93.768,0.7169999999999987,0
269,s2,S 66,2,101934,101.934,0.519999999999996,2
282,s2,S 66,2,106827,106.827,0.40099999999999625,2
300,s2,S 66,2,114174,114.174,0.2190000000000083,0
