,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
75,response,S131,3,30137,30.137,0.13599999999999923
195,response,S131,3,74648,74.648,0.10899999999999466
216,response,S131,3,82075,82.075,0.013999999999995794
235,response,S131,3,89367,89.367,0.6140000000000043
