,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
7,response,S132,4,5738,5.738,0.21800000000000086
214,response,S132,4,78771,78.771,0.016999999999995907
323,response,S132,4,118535,118.535,0.4069999999999965
