,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
1,s2,S 68,4,3081,3.081,0.823,0
3,s2,S 68,4,4709,4.709,0.8129999999999997,1
14,s2,S 68,4,7970,7.97,0.23799999999999955,1
19,s2,S 68,4,9601,9.601,0.23399999999999999,1
24,s2,S 68,4,11236,11.236,0.20000000000000107,1
29,s2,S 68,4,12865,12.865,0.15700000000000003,1
53,s2,S 68,4,21840,21.84,0.7710000000000008,1
62,s2,S 68,4,25107,25.107,0.6969999999999992,1
67,s2,S 68,4,26741,26.741,0.6539999999999999,1
74,s2,S 68,4,29189,29.189,0.5960000000000001,0
78,s2,S 68,4,30815,30.815,0.5549999999999997,1
83,s2,S 68,4,32453,32.453,0.5230000000000032,1
88,s2,S 68,4,34079,34.079,0.472999999999999,1
99,s2,S 68,4,38165,38.165,0.38300000000000267,1
112,s2,S 68,4,43056,43.056,0.25499999999999545,1
119,s2,S 68,4,45502,45.502,0.19200000000000017,1
126,s2,S 68,4,47959,47.959,0.13700000000000045,1
133,s2,S 68,4,50401,50.401,0.07500000000000284,1
147,s2,S 68,4,56110,56.11,0.7650000000000006,1
152,s2,S 68,4,57743,57.743,0.7270000000000039,1
157,s2,S 68,4,59380,59.38,0.6960000000000051,1
162,s2,S 68,4,61012,61.012,0.4720000000000013,1
167,s2,S 68,4,62639,62.639,0.605000000000004,1
176,s2,S 68,4,65908,65.908,0.5319999999999965,1
183,s2,S 68,4,68354,68.354,0.4759999999999991,1
188,s2,S 68,4,69989,69.989,0.43900000000000716,1
195,s2,S 68,4,72438,72.438,0.3810000000000002,1
200,s2,S 68,4,74062,74.062,0.32500000000000284,1
207,s2,S 68,4,76509,76.509,0.26500000000000057,1
215,s2,S 68,4,78964,78.964,0.19299999999999784,0
221,s2,S 68,4,81407,81.407,0.14699999999999136,1
230,s2,S 68,4,84672,84.672,0.06799999999999784,1
235,s2,S 68,4,86301,86.301,0.02599999999999625,1
241,s2,S 68,4,88750,88.75,0.8020000000000067,1
248,s2,S 68,4,91200,91.2,0.7420000000000044,1
253,s2,S 68,4,92832,92.832,0.7029999999999887,1
260,s2,S 68,4,95277,95.277,0.6400000000000006,1
271,s2,S 68,4,99365,99.365,0.5510000000000019,1
286,s2,S 68,4,105070,105.07,0.40099999999999625,1
293,s2,S 68,4,107515,107.515,0.3430000000000035,1
298,s2,S 68,4,109156,109.156,0.30700000000000216,1
303,s2,S 68,4,110782,110.782,0.26599999999999113,1
327,s2,S 68,4,119758,119.758,0.046999999999997044,1
332,s2,S 68,4,121387,121.387,0.006000000000000227,0
