,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
14,s1,S  4,4,7242,7.242,0.5449999999999999,0
35,s1,S  4,4,14773,14.773,0.7400000000000002,0
77,s1,S  4,4,29813,29.813,0.2779999999999987,0
104,s1,S  4,4,39853,39.853,0.5260000000000034,0
126,s1,S  4,4,48211,48.211,0.7199999999999989,0
141,s1,S  4,4,54064,54.064,0.04099999999999682,0
158,s1,S  4,4,60750,60.75,0.2049999999999983,0
166,s1,S  4,4,64094,64.094,0.2819999999999965,0
195,s1,S  4,4,74960,74.96,0.539999999999992,0
215,s1,S  4,4,82487,82.487,0.7259999999999991,0
221,s1,S  4,4,84993,84.993,0.7879999999999967,0
244,s1,S  4,4,93357,93.357,0.1700000000000017,0
259,s1,S  4,4,99206,99.206,0.3119999999999976,0
287,s1,S  4,4,109240,109.24,0.5480000000000018,0
295,s1,S  4,4,112581,112.581,0.6260000000000048,0
