,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
75,response,S131,3,28846,28.846,0.05799999999999983
239,response,S131,3,92155,92.155,0.6689999999999969
289,response,S131,3,110726,110.726,0.01300000000000523
