,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
173,response,S131,3,36209,72.418,0.22400000000000375
226,response,S131,3,46768,93.536,0.43600000000000705
297,response,S131,3,60334,120.668,0.7960000000000065
