,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,s1,S  9,9,1685,3.37,0.8440000000000003,1
10,s1,S  9,9,3357,6.714,0.46799999999999997,1
15,s1,S  9,9,4192,8.384,0.5,1
22,s1,S  9,9,5446,10.892,0.5640000000000001,1
29,s1,S  9,9,6699,13.398,0.6219999999999999,1
34,s1,S  9,9,7538,15.076,0.6660000000000004,0
38,s1,S  9,9,8369,16.738,0.6980000000000004,1
50,s1,S  9,9,10461,20.922,0.8000000000000007,1
56,s1,S  9,9,11296,22.592,0.0259999999999998,0
62,s1,S  9,9,12551,25.102,0.08800000000000097,1
67,s1,S  9,9,13386,26.772,0.12399999999999878,0
71,s1,S  9,9,14225,28.45,0.16799999999999926,1
78,s1,S  9,9,15475,30.95,0.21999999999999886,1
83,s1,S  9,9,16315,32.63,0.27600000000000335,1
90,s1,S  9,9,17566,35.132,0.32799999999999585,1
116,s1,S  9,9,22583,45.166,0.5640000000000001,0
130,s1,S  9,9,25508,51.016,0.7040000000000006,1
135,s1,S  9,9,26343,52.686,0.7439999999999998,1
140,s1,S  9,9,27183,54.366,0.7920000000000016,1
162,s1,S  9,9,30941,61.882,0.14799999999999613,1
177,s1,S  9,9,33870,67.74,0.29599999999999227,1
182,s1,S  9,9,34704,69.408,0.3340000000000032,1
193,s1,S  9,9,36793,73.586,0.4339999999999975,1
200,s1,S  9,9,38049,76.098,0.49200000000000443,0
211,s1,S  9,9,40139,80.278,0.5919999999999987,1
216,s1,S  9,9,40975,81.95,0.632000000000005,0
221,s1,S  9,9,41811,83.622,0.6599999999999966,1
232,s1,S  9,9,43901,87.802,0.7700000000000102,1
250,s1,S  9,9,47662,95.324,0.13599999999999568,1
255,s1,S  9,9,48499,96.998,0.17800000000001148,0
275,s1,S  9,9,52677,105.354,0.3760000000000048,1
282,s1,S  9,9,53930,107.86,0.43200000000000216,1
291,s1,S  9,9,55602,111.204,0.5099999999999909,0
302,s1,S  9,9,57697,115.394,0.6219999999999999,0
314,s1,S  9,9,60204,120.408,0.7379999999999995,0
