,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
5,response,S131,3,2110,4.22,0.3059999999999996,2
29,response,S131,3,6663,13.326,0.4380000000000006,2
36,response,S131,3,7887,15.774,0.42799999999999905,2
51,response,S131,3,10820,21.64,0.5779999999999994,2
71,response,S131,3,14593,29.186,0.597999999999999,2
81,response,S131,3,16352,32.704,0.23199999999999932,2
86,response,S131,3,17147,34.294,0.19200000000000017,2
92,response,S131,3,18072,36.144,0.036000000000001364,2
108,response,S131,3,21364,42.728,0.4579999999999984,2
113,response,S131,3,22211,44.422,0.5259999999999962,2
120,response,S131,3,23428,46.856,0.5140000000000029,2
163,response,S131,3,31393,62.786,0.11599999999999966,2
175,response,S131,3,33521,67.042,0.0040000000000048885,2
195,response,S131,3,37573,75.146,0.24200000000000443,2
224,response,S131,3,43533,87.066,0.7400000000000091,2
245,response,S131,3,47258,94.516,0.02200000000000557,2
250,response,S131,3,48073,96.146,0.030000000000001137,2
257,response,S131,3,49350,98.7,0.13000000000000966,2
280,response,S131,3,53586,107.172,0.009999999999990905,2
299,response,S131,3,57321,114.642,0.5699999999999932,2
312,response,S131,3,59832,119.664,0.6940000000000026,2
