,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,s1,S  2,2,1514,3.028,0.8340000000000001,0
8,s1,S  2,2,2768,5.536,0.4339999999999993,1
13,s1,S  2,2,3604,7.208,0.4800000000000004,1
20,s1,S  2,2,4858,9.716,0.5419999999999998,1
27,s1,S  2,2,6115,12.23,0.6020000000000003,1
42,s1,S  2,2,9038,18.076,0.740000000000002,1
47,s1,S  2,2,9877,19.754,0.7840000000000025,0
59,s1,S  2,2,11965,23.93,0.06599999999999895,1
70,s1,S  2,2,14054,28.108,0.16400000000000148,1
79,s1,S  2,2,15728,31.456,0.25,1
88,s1,S  2,2,17398,34.796,0.3200000000000003,1
103,s1,S  2,2,20328,40.656,0.46999999999999886,0
109,s1,S  2,2,21580,43.16,0.5259999999999962,0
114,s1,S  2,2,22417,44.834,0.568000000000005,1
125,s1,S  2,2,24505,49.01,0.6699999999999946,1
138,s1,S  2,2,27013,54.026,0.7860000000000014,1
152,s1,S  2,2,29524,59.048,0.09600000000000364,0
158,s1,S  2,2,30778,61.556,0.1559999999999988,1
165,s1,S  2,2,32030,64.06,0.21600000000000108,1
170,s1,S  2,2,32866,65.732,0.25,0
174,s1,S  2,2,33699,67.398,0.28600000000000136,1
193,s1,S  2,2,37463,74.926,0.4720000000000084,0
200,s1,S  2,2,38717,77.434,0.5279999999999916,0
207,s1,S  2,2,39972,79.944,0.5960000000000036,1
218,s1,S  2,2,42062,84.124,0.6979999999999933,1
232,s1,S  2,2,44570,89.14,0.0040000000000048885,1
249,s1,S  2,2,47915,95.83,0.16599999999999682,0
254,s1,S  2,2,48749,97.498,0.1980000000000075,1
273,s1,S  2,2,52514,105.028,0.38400000000000034,1
278,s1,S  2,2,53348,106.696,0.4159999999999968,0
291,s1,S  2,2,55853,111.706,0.534000000000006,1
300,s1,S  2,2,57526,115.052,0.612000000000009,1
309,s1,S  2,2,59199,118.398,0.695999999999998,1
314,s1,S  2,2,60035,120.07,0.7339999999999947,0
