,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
3,response,S136,8,1609,3.218,0.19200000000000017,3
62,response,S136,8,12637,25.274,0.5100000000000016,3
67,response,S136,8,13262,26.524,0.0920000000000023,3
91,response,S136,8,17885,35.77,0.142000000000003,3
111,response,S136,8,21739,43.478,0.03399999999999892,3
124,response,S136,8,24235,48.47,0.13400000000000034,3
136,response,S136,8,26224,52.448,0.036000000000001364,3
152,response,S136,8,29166,58.332,0.13600000000000279,3
200,response,S136,8,37937,75.874,0.117999999999995,3
214,response,S136,8,40623,81.246,0.2740000000000009,3
263,response,S136,8,49461,98.922,0.5939999999999941,3
283,response,S136,8,52983,105.966,0.11999999999999034,3
322,response,S136,8,60615,121.23,1.0859999999999985,3
