,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,s1,S  6,6,1341,2.682,0.8359999999999999,1
12,s1,S  6,6,3431,6.862,0.4820000000000002,1
17,s1,S  6,6,4269,8.538,0.5280000000000005,1
24,s1,S  6,6,5524,11.048,0.5820000000000007,1
29,s1,S  6,6,6357,12.714,0.6219999999999999,0
34,s1,S  6,6,7195,14.39,0.5240000000000009,1
47,s1,S  6,6,9702,19.404,0.7880000000000003,1
57,s1,S  6,6,11373,22.746,0.045999999999999375,1
66,s1,S  6,6,13047,26.094,0.13000000000000256,1
78,s1,S  6,6,15134,30.268,0.2240000000000002,1
85,s1,S  6,6,16388,32.776,0.2820000000000036,1
98,s1,S  6,6,18899,37.798,0.4140000000000015,1
107,s1,S  6,6,20569,41.138,0.4819999999999993,1
116,s1,S  6,6,22242,44.484,0.5660000000000025,1
123,s1,S  6,6,23496,46.992,0.6259999999999977,1
128,s1,S  6,6,24330,48.66,0.6679999999999993,0
139,s1,S  6,6,26421,52.842,0.7659999999999982,1
149,s1,S  6,6,28094,56.188,0.03200000000000358,1
154,s1,S  6,6,28932,57.864,0.07799999999999585,1
159,s1,S  6,6,29766,59.532,0.11399999999999721,1
168,s1,S  6,6,31439,62.878,0.19599999999999795,0
197,s1,S  6,6,37291,74.582,0.4759999999999991,1
202,s1,S  6,6,38127,76.254,0.5120000000000005,1
231,s1,S  6,6,43976,87.952,0.7879999999999967,1
240,s1,S  6,6,45233,90.466,0.03599999999998715,1
245,s1,S  6,6,46070,92.14,0.07800000000000296,1
250,s1,S  6,6,46905,93.81,0.11800000000000921,0
258,s1,S  6,6,48575,97.15,0.2020000000000124,1
271,s1,S  6,6,51084,102.168,0.31800000000001205,1
276,s1,S  6,6,51917,103.834,0.3580000000000041,0
286,s1,S  6,6,54009,108.018,0.4579999999999984,1
291,s1,S  6,6,54847,109.694,0.49800000000000466,1
300,s1,S  6,6,56517,113.034,0.5800000000000125,0
309,s1,S  6,6,58191,116.382,0.6620000000000061,1
318,s1,S  6,6,59863,119.726,0.7399999999999949,1
