,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
133,response,S137,9,28816,57.632,0.7259999999999991
151,response,S137,9,31807,63.614,0.01999999999999602
194,response,S137,9,39864,79.728,0.2459999999999951
248,response,S137,9,49994,99.988,0.44199999999999307
