,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
5,response,S129,1,1686,3.372,0.0019999999999997797,1
11,response,S129,1,2808,5.616,0.1979999999999995,1
16,response,S129,1,3537,7.074,0.03200000000000003,1
21,response,S129,1,4391,8.782,0.1039999999999992,1
29,response,S129,1,5708,11.416,0.2900000000000009,1
37,response,S129,1,6917,13.834,0.26399999999999935,1
92,response,S129,1,16968,33.936,0.4759999999999991,1
113,response,S129,1,20699,41.398,0.08800000000000097,1
121,response,S129,1,22158,44.316,0.5519999999999996,1
126,response,S129,1,22893,45.786,0.39000000000000057,1
138,response,S129,1,24927,49.854,0.3819999999999979,1
179,response,S129,1,32613,65.226,0.25199999999999534,1
187,response,S129,1,34061,68.122,0.382000000000005,1
193,response,S129,1,34999,69.998,0.12600000000000477,1
206,response,S129,1,37411,74.822,0.055999999999997385,1
233,response,S129,1,42425,84.85,0.28600000000000136,1
240,response,S129,1,43893,87.786,0.7740000000000009,1
251,response,S129,1,45856,91.712,0.5660000000000025,1
260,response,S129,1,47532,95.064,0.5699999999999932,1
274,response,S129,1,50004,100.008,0.5,1
284,response,S129,1,51428,102.856,0.007999999999995566,1
291,response,S129,1,52886,105.772,0.41200000000000614,1
316,response,S129,1,57582,115.164,0.4159999999999968,1
321,response,S129,1,58465,116.93,0.5480000000000018,1
