,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
0,s1,S  4,4,523,1.046,0.0,0
4,s1,S  4,4,1779,3.558,0.8399999999999999,1
13,s1,S  4,4,3450,6.9,0.48600000000000065,1
20,s1,S  4,4,4703,9.406,0.5380000000000003,1
27,s1,S  4,4,5956,11.912,0.604000000000001,1
34,s1,S  4,4,7213,14.426,0.6660000000000004,1
43,s1,S  4,4,8881,17.762,0.7379999999999995,1
48,s1,S  4,4,9719,19.438,0.7859999999999978,1
59,s1,S  4,4,11810,23.62,0.07000000000000028,1
71,s1,S  4,4,13898,27.796,0.16600000000000037,1
76,s1,S  4,4,14733,29.466,0.20400000000000063,1
83,s1,S  4,4,15988,31.976,0.2699999999999996,1
102,s1,S  4,4,19749,39.498,0.4480000000000004,1
109,s1,S  4,4,21006,42.012,0.5120000000000005,0
116,s1,S  4,4,22260,44.52,0.5660000000000025,0
133,s1,S  4,4,25602,51.204,0.7259999999999991,1
145,s1,S  4,4,27692,55.384,0.014000000000002899,1
158,s1,S  4,4,30202,60.404,0.132000000000005,0
169,s1,S  4,4,32289,64.578,0.22800000000000864,1
174,s1,S  4,4,33126,66.252,0.2779999999999916,0
185,s1,S  4,4,35218,70.436,0.3720000000000141,1
190,s1,S  4,4,36052,72.104,0.4099999999999966,1
204,s1,S  4,4,38558,77.116,0.5259999999999962,0
220,s1,S  4,4,41903,83.806,0.6940000000000026,1
229,s1,S  4,4,43579,87.158,0.7759999999999962,1
235,s1,S  4,4,44414,88.828,0.0040000000000048885,1
245,s1,S  4,4,46084,92.168,0.07600000000000762,1
252,s1,S  4,4,47339,94.678,0.13799999999999102,1
257,s1,S  4,4,48176,96.352,0.18200000000000216,0
261,s1,S  4,4,49011,98.022,0.21600000000000819,1
266,s1,S  4,4,49848,99.696,0.25799999999999557,1
277,s1,S  4,4,51937,103.874,0.3639999999999901,1
286,s1,S  4,4,53609,107.218,0.4399999999999977,1
301,s1,S  4,4,56536,113.072,0.578000000000003,1
308,s1,S  4,4,57786,115.572,0.632000000000005,0
317,s1,S  4,4,59877,119.754,0.7319999999999993,0
