,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
2,response,S131,3,1554,3.108,0.746
151,response,S131,3,29000,58.0,0.46399999999999864
273,response,S131,3,52141,104.282,0.28600000000000136
296,response,S131,3,56137,112.274,0.11400000000000432
