,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
5,s2,S 73,9,2309,4.618,0.41600000000000037,0
26,s2,S 73,9,5980,11.96,0.23600000000000065,0
44,s2,S 73,9,9245,18.49,0.07599999999999696,2
94,s2,S 73,9,18221,36.442,0.46999999999999886,0
102,s2,S 73,9,19851,39.702,0.38400000000000034,0
112,s2,S 73,9,21890,43.78,0.2820000000000036,2
125,s2,S 73,9,24337,48.674,0.16599999999999682,0
145,s2,S 73,9,28011,56.022,0.8179999999999978,2
154,s2,S 73,9,29640,59.28,0.740000000000002,2
168,s2,S 73,9,32092,64.184,0.6299999999999955,0
190,s2,S 73,9,36172,72.344,0.4239999999999924,0
206,s2,S 73,9,39027,78.054,0.28600000000000136,0
237,s2,S 73,9,45146,90.292,1.6280000000000001,0
243,s2,S 73,9,46370,92.74,0.7560000000000002,0
266,s2,S 73,9,50856,101.712,0.534000000000006,0
270,s2,S 73,9,51675,103.35,0.49799999999999045,0
297,s2,S 73,9,56569,113.138,0.25200000000000955,0
311,s2,S 73,9,59427,118.854,0.12199999999999989,0
