,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
18,s1,S  8,8,4884,9.768,0.5920000000000005,2
46,s1,S  8,8,10317,20.634,0.03399999999999892,0
75,s1,S  8,8,16169,32.338,0.3119999999999976,2
84,s1,S  8,8,17845,35.69,0.4059999999999988,2
104,s1,S  8,8,21604,43.208,0.5739999999999981,0
113,s1,S  8,8,23275,46.55,0.6519999999999939,0
124,s1,S  8,8,25369,50.738,0.7659999999999982,0
158,s1,S  8,8,31636,63.272,0.240000000000002,2
165,s1,S  8,8,32892,65.784,0.30800000000000693,2
178,s1,S  8,8,35401,70.802,0.42600000000000193,0
191,s1,S  8,8,37906,75.812,0.5459999999999923,0
212,s1,S  8,8,42089,84.178,0.7519999999999953,0
217,s1,S  8,8,42922,85.844,0.5079999999999956,0
233,s1,S  8,8,45850,91.7,0.10800000000000409,0
248,s1,S  8,8,48776,97.552,0.24800000000000466,0
266,s1,S  8,8,52537,105.074,0.4339999999999975,2
281,s1,S  8,8,55463,110.926,0.5660000000000025,0
292,s1,S  8,8,57550,115.1,0.6679999999999922,0
