,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
50,response,S129,1,9212,18.424,0.006000000000000227
60,response,S129,1,11102,22.204,0.44399999999999906
118,response,S129,1,21575,43.15,0.20199999999999818
159,response,S129,1,28873,57.746,0.04200000000000159
175,response,S129,1,31966,63.932,0.3760000000000048
