,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
3,response,S136,8,1881,3.762,0.30200000000000005,3
59,response,S136,8,13069,26.138,0.4880000000000031,3
99,response,S136,8,20565,41.13,0.132000000000005,3
110,response,S136,8,22688,45.376,0.3019999999999996,3
117,response,S136,8,23833,47.666,0.1419999999999959,3
128,response,S136,8,25848,51.696,0.0940000000000012,3
181,response,S136,8,35908,71.816,0.17799999999999727,3
195,response,S136,8,38625,77.25,0.3539999999999992,3
216,response,S136,8,42668,85.336,0.27599999999999625,3
221,response,S136,8,43464,86.928,0.23399999999999466,3
236,response,S136,8,46350,92.7,0.16200000000000614,3
284,response,S136,8,55947,111.894,0.13000000000000966,3
308,response,S136,8,60953,121.906,0.9440000000000026,3
