,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
0,s1,S  3,3,762,1.524,0.0,0
4,s1,S  3,3,2020,4.04,0.8420000000000001,1
11,s1,S  3,3,3270,6.54,0.4560000000000004,1
16,s1,S  3,3,4107,8.214,0.4980000000000002,1
21,s1,S  3,3,4946,9.892,0.5499999999999989,1
26,s1,S  3,3,5779,11.558,0.5839999999999996,1
33,s1,S  3,3,7033,14.066,0.6420000000000012,1
38,s1,S  3,3,7868,15.736,0.6820000000000004,1
43,s1,S  3,3,8704,17.408,0.7200000000000024,1
61,s1,S  3,3,12047,24.094,0.0660000000000025,0
70,s1,S  3,3,13721,27.442,0.14199999999999946,1
75,s1,S  3,3,14557,29.114,0.18599999999999994,0
84,s1,S  3,3,16229,32.458,0.27199999999999847,1
93,s1,S  3,3,17902,35.804,0.34600000000000364,0
102,s1,S  3,3,19574,39.148,0.4299999999999997,1
119,s1,S  3,3,22916,45.832,0.5859999999999985,1
130,s1,S  3,3,25004,50.008,0.6840000000000046,1
148,s1,S  3,3,28349,56.698,0.030000000000001137,0
161,s1,S  3,3,30859,61.718,0.15000000000000568,1
166,s1,S  3,3,31694,63.388,0.18799999999999528,0
188,s1,S  3,3,36291,72.582,0.41199999999999193,1
193,s1,S  3,3,37131,74.262,0.4519999999999982,1
198,s1,S  3,3,37965,75.93,0.4939999999999998,1
209,s1,S  3,3,40054,80.108,0.5960000000000036,1
237,s1,S  3,3,45488,90.976,0.03999999999999204,0
248,s1,S  3,3,47578,95.156,0.13800000000000523,0
255,s1,S  3,3,48830,97.66,0.18999999999999773,0
260,s1,S  3,3,49669,99.338,0.23599999999999,1
269,s1,S  3,3,51338,102.676,0.3100000000000023,0
276,s1,S  3,3,52594,105.188,0.37999999999999545,1
283,s1,S  3,3,53851,107.702,0.4399999999999977,1
292,s1,S  3,3,55519,111.038,0.519999999999996,0
297,s1,S  3,3,56356,112.712,0.4380000000000024,1
312,s1,S  3,3,59285,118.57,0.7039999999999935,0
316,s1,S  3,3,60116,120.232,0.7339999999999947,1
