,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,s2,S 68,4,1405,2.81,0.8160000000000001,1
14,s2,S 68,4,3849,7.698,0.26200000000000045,1
19,s2,S 68,4,4667,9.334,0.21999999999999886,1
53,s2,S 68,4,11601,23.202,0.7200000000000024,1
62,s2,S 68,4,13236,26.472,0.6460000000000008,1
73,s2,S 68,4,15276,30.552,0.5380000000000003,1
78,s2,S 68,4,16089,32.178,0.49599999999999866,1
87,s2,S 68,4,17723,35.446,0.4140000000000015,1
96,s2,S 68,4,19353,38.706,0.3360000000000056,1
105,s2,S 68,4,20983,41.966,0.24799999999999756,0
112,s2,S 68,4,22210,44.42,0.19400000000000261,1
119,s2,S 68,4,23434,46.868,0.13400000000000034,1
126,s2,S 68,4,24657,49.314,0.07600000000000051,0
131,s2,S 68,4,25474,50.948,0.04200000000000159,1
151,s2,S 68,4,29552,59.104,0.6679999999999993,1
170,s2,S 68,4,33227,66.454,0.49799999999999045,1
185,s2,S 68,4,36082,72.164,0.35200000000000387,0
190,s2,S 68,4,36899,73.798,0.31799999999999784,1
199,s2,S 68,4,38527,77.054,0.22400000000000375,0
220,s2,S 68,4,42608,85.216,0.029999999999986926,0
223,s2,S 68,4,43425,86.85,0.8159999999999883,1
232,s2,S 68,4,45058,90.116,0.7480000000000047,1
241,s2,S 68,4,46687,93.374,0.6659999999999968,1
256,s2,S 68,4,49545,99.09,0.5280000000000058,1
267,s2,S 68,4,51586,103.172,0.4239999999999924,1
274,s2,S 68,4,52807,105.614,0.362000000000009,0
285,s2,S 68,4,54847,109.694,0.26200000000000045,1
292,s2,S 68,4,56070,112.14,0.20199999999999818,1
301,s2,S 68,4,57703,115.406,0.12199999999999989,1
312,s2,S 68,4,59743,119.486,0.020000000000010232,1
