,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
31,s2,S 68,4,6469,12.938,0.18400000000000105,0
89,s2,S 68,4,17080,34.16,0.509999999999998,0
99,s2,S 68,4,19119,38.238,0.4140000000000015,0
120,s2,S 68,4,22793,45.586,0.1039999999999992,0
128,s2,S 68,4,24422,48.844,0.14999999999999858,0
139,s2,S 68,4,26460,52.92,0.04800000000000182,0
151,s2,S 68,4,28912,57.824,0.7719999999999985,0
180,s2,S 68,4,34213,68.426,0.4959999999999951,0
207,s2,S 68,4,39108,78.216,0.2599999999999909,0
226,s2,S 68,4,42780,85.56,0.07800000000000296,0
272,s2,S 68,4,50942,101.884,0.519999999999996,0
296,s2,S 68,4,55429,110.858,0.2980000000000018,0
314,s2,S 68,4,59099,118.198,0.10999999999999943,0
