,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
5,s1,S  4,4,2047,4.094,0.4700000000000002,0
11,s1,S  4,4,3300,6.6,0.5259999999999998,0
23,s1,S  4,4,5390,10.78,0.629999999999999,0
29,s1,S  4,4,6643,13.286,0.6879999999999988,0
41,s1,S  4,4,9155,18.31,0.8119999999999976,0
46,s1,S  4,4,9989,19.978,0.038000000000000256,0
138,s1,S  4,4,26712,53.424,0.027999999999998693,0
146,s1,S  4,4,28380,56.76,0.10199999999999676,0
157,s1,S  4,4,30473,60.946,0.20599999999999596,0
163,s1,S  4,4,31724,63.448,0.2640000000000029,0
178,s1,S  4,4,34652,69.304,0.40800000000000125,0
209,s1,S  4,4,40501,81.002,0.6839999999999975,0
217,s1,S  4,4,42175,84.35,0.7599999999999909,0
229,s1,S  4,4,44267,88.534,0.05200000000000671,0
238,s1,S  4,4,45937,91.874,0.12599999999999056,0
251,s1,S  4,4,48446,96.892,0.2539999999999907,0
262,s1,S  4,4,50536,101.072,0.3500000000000085,0
298,s1,S  4,4,57221,114.442,0.6679999999999922,0
